Содержание Fe;Магнетит;Доля класса -5мм;Кластер
34.9;85.11;52.34;0
34.1;85.11;46.02;3
34.2;82.55;46.02;1
34.5;82.55;46.44;1
34.7;86.77;46.44;0
34.7;86.77;46.72;0
34.5;86.45;46.72;0
34.5;86.45;47.42;3
34.7;90.54;47.42;0
34.0;90.54;48.15;3
34.0;90.05;48.15;3
34.2;90.05;48.89;3
34.2;88.82;48.89;3
34.2;88.82;50.54;3
34.2;84.37;50.54;3
35.8;84.37;56.3;0
35.8;80.51;56.3;0
34.4;80.51;54.46;3
34.4;80.28;54.46;3
34.7;80.28;50.76;0
34.7;84.52;50.76;0
34.5;84.52;52.79;3
34.5;76.96;52.79;1
34.1;76.96;45.15;1
34.1;75.44;45.15;1
33.0;75.44;44.85;1
33.0;85.8;44.85;3
34.3;85.8;46.33;3
34.3;86.14;46.33;3
36.0;86.14;41.93;0
36.0;82.86;41.93;0
35.7;82.86;45.3;0
35.7;84.85;45.3;0
35.1;84.85;49.12;0
35.1;82.82;49.12;1
35.1;82.82;55.14;1
35.1;85.51;55.14;0
34.3;82.57;52.11;3
34.3;85.72;52.11;3
34.7;85.72;55.64;0
34.7;84.14;55.64;0
35.0;84.14;55.48;0
35.0;86.24;55.48;0
35.1;86.24;55.96;0
35.1;89.1;55.96;0
34.5;89.1;55.83;3
34.5;85.51;55.83;3
34.4;85.51;59.14;3
34.4;81.61;59.14;1
34.4;81.58;56.88;3
34.2;81.58;55.07;3
34.2;85.12;55.07;3
33.7;85.12;53.18;3
33.7;88.4;53.18;3
33.9;88.4;56.9;3
33.9;85.12;56.9;3
33.4;85.12;51.71;3
33.4;87.41;51.71;3
34.0;87.41;51.59;3
34.0;86.27;51.59;3
33.9;86.27;51.66;3
33.9;86.33;51.66;3
35.1;81.24;49.68;1
35.1;76.03;49.68;1
34.6;76.03;43.56;1
34.6;76.13;43.56;1
34.8;76.13;41.26;1
34.8;77.73;41.26;1
35.0;77.73;38.65;1
35.0;84.65;38.65;0
34.6;84.65;39.32;0
34.6;80.98;39.32;1
34.5;80.98;42.92;1
34.5;85.05;42.92;3
35.0;85.05;40.32;0
35.0;90.99;40.32;0
35.1;90.99;44.17;0
35.1;86.27;44.17;0
36.3;86.27;47.34;0
36.3;90.57;47.34;0
35.9;90.57;45.04;0
35.9;81.29;45.04;0
36.2;81.29;48.41;0
36.2;84.75;48.41;0
36.8;84.75;55.96;0
36.8;82.64;55.96;0
34.2;82.64;54.1;1
34.2;86.45;54.1;3
35.2;86.45;53.46;0
35.2;80.28;53.46;0
35.2;80.28;47.72;0
35.2;83.67;47.72;0
34.9;83.67;49.92;0
34.9;83.81;49.92;0
35.9;86.68;53.51;0
35.7;86.68;51.86;0
35.7;88.64;51.86;0
35.3;88.64;52.64;0
35.3;81.44;52.64;0
35.7;81.44;52.32;0
35.7;86.92;52.32;0
36.1;86.92;54.75;0
36.1;85.25;54.75;0
35.6;85.25;54.97;0
35.6;85.66;54.97;0
35.5;85.66;56.97;0
35.5;80.49;56.97;0
35.4;80.49;57.26;0
35.4;80.49;57.26;0
35.2;80.49;52.49;0
35.2;84.72;52.49;0
34.9;84.72;53.74;0
34.9;85.89;53.74;0
34.7;85.89;52.77;0
34.7;88.16;52.77;0
34.4;88.16;51.24;3
34.4;82.79;51.24;1
34.6;82.79;51.22;1
34.6;83.94;51.22;0
33.7;83.94;54.8;3
33.7;85.13;54.8;3
34.5;85.13;57.49;3
34.5;81.13;57.49;1
34.4;81.13;59.2;1
34.4;81.33;59.2;3
34.4;81.33;59.36;3
34.4;86.85;59.36;3
34.2;86.85;54.86;3
34.2;81.35;54.86;3
34.0;81.35;25.83;2
34.0;87.31;25.83;2
33.8;87.31;25.64;2
33.8;86.52;25.64;2
33.7;86.52;53.7;3
33.7;81.6;53.7;3
34.0;81.6;56.26;3
34.0;83.99;56.26;3
34.2;83.99;51.47;3
34.2;84.89;51.47;3
34.3;84.89;42.1;2
34.3;84.68;42.1;2
34.4;84.68;57.25;3
34.2;82.21;54.03;3
33.5;82.21;55.52;3
33.5;81.73;55.52;3
33.5;81.73;54.6;3
33.5;79.84;54.6;3
32.4;80.39;55.39;3
33.7;80.39;55.06;3
33.7;79.27;55.06;3
34.6;79.27;54.65;3
34.6;85.55;54.65;3
33.6;85.55;53.46;3
33.6;80.81;53.46;3
34.3;80.81;54.38;3
34.3;84.57;54.38;3
34.3;84.57;51.85;3
34.3;87.14;51.85;3
34.1;87.14;51.45;3
34.1;82.84;51.45;3
33.6;82.84;40.52;2
33.6;85.68;40.52;2
36.1;85.68;54.67;0
36.1;87.35;54.67;0
36.0;87.35;62.77;0
36.0;90.1;62.77;0
36.1;90.1;53.32;0
36.1;88.18;53.32;0
36.2;88.18;58.54;0
36.2;82.86;58.54;0
34.7;82.86;57.15;0
34.7;80.55;57.15;1
34.8;80.55;50.68;1
34.8;90.97;50.68;0
35.3;90.97;44.99;0
35.3;85.96;44.99;0
35.0;85.96;42.6;0
35.0;80.68;42.6;2
35.0;80.68;39.06;2
35.0;82.41;39.06;2
35.2;82.41;55.82;0
35.2;86.11;55.82;0
36.3;86.11;56.49;0
36.3;89.68;56.49;0
36.3;89.68;57.23;0
36.3;88.71;57.23;0
34.4;88.71;54.61;3
34.4;89.0;54.61;3
34.8;89.0;48.36;0
34.8;89.55;48.36;0
35.0;89.55;51.76;0
35.0;88.08;51.76;0
34.5;88.08;54.75;3
34.5;88.08;54.75;3
34.8;88.08;52.94;0
34.8;85.17;52.94;0
35.0;85.17;45.89;0
35.0;90.69;45.89;0
35.9;90.69;43.16;0
35.9;88.27;43.16;0
35.7;88.27;43.9;0
35.7;81.15;43.9;2
35.5;81.15;44.2;2
35.5;86.28;44.2;0
35.1;86.28;42.38;2
35.1;88.8;42.38;2
35.0;88.8;44.38;2
35.0;87.1;44.38;2
34.8;87.1;45.43;2
34.8;89.5;45.43;0
34.5;89.5;48.77;0
34.5;88.32;48.77;0
34.0;88.32;50.27;3
34.0;84.18;50.27;1
34.3;84.18;51.62;1
34.3;84.71;51.62;3
33.9;84.71;46.33;3
33.9;80.01;46.33;1
33.1;80.01;49.71;1
33.1;77.27;49.71;1
33.9;77.27;51.3;1
33.9;83.15;51.3;3
33.3;83.15;51.19;3
33.3;82.22;51.19;3
34.5;82.22;52.46;3
34.5;78.34;52.46;1
33.9;78.34;51.44;3
33.9;84.88;51.44;3
34.5;84.88;48.09;3
34.5;87.81;48.09;3
34.8;87.81;42.79;2
34.8;85.67;42.79;2
34.6;85.67;45.32;2
34.6;85.12;45.32;2
32.3;85.12;54.14;3
34.6;79.34;54.91;1
34.6;80.36;54.91;3
33.9;80.36;53.91;3
33.9;85.44;53.91;3
34.1;85.44;53.92;3
34.1;83.38;53.92;3
33.8;83.38;57.97;3
33.8;81.16;57.97;3
33.9;81.16;50.34;1
33.9;84.76;50.34;3
33.1;84.76;44.62;3
33.1;81.81;44.62;3
33.8;81.81;54.72;3
33.8;82.97;54.72;3
32.3;82.97;50.91;3
32.3;80.9;50.91;3
32.3;80.9;50.78;3
32.3;78.59;50.78;3
33.5;78.59;52.12;3
33.5;79.76;52.12;3
33.6;79.76;57.15;3
33.6;76.29;57.15;1
34.5;76.29;55.99;1
34.5;79.29;55.99;1
34.7;79.29;58.48;1
34.7;81.38;58.48;1
35.0;81.38;60.76;1
35.0;82.61;60.76;0
34.8;82.61;57.61;0
34.8;79.82;57.61;1
34.3;79.82;62.12;1
34.3;79.69;62.12;3
34.0;79.69;60.66;3
34.0;80.9;60.66;3
34.4;80.9;60.54;3
34.0;77.27;60.54;1
34.4;77.27;60.23;1
34.4;84.05;60.23;3
34.6;84.05;60.19;3
34.6;85.79;60.19;0
34.9;85.79;53.53;0
34.9;85.06;53.53;0
34.1;85.06;56.86;3
34.1;84.9;56.86;3
34.3;84.9;52.04;3
34.3;85.38;52.04;3
34.3;85.38;53.87;3
34.3;87.06;53.87;3
34.4;87.06;56.63;3
34.4;88.55;56.63;3
34.4;88.55;55.74;3
34.4;87.82;55.74;3
34.3;87.82;55.77;3
34.3;81.01;55.77;3
35.0;81.01;51.49;0
35.0;86.34;51.49;0
34.9;86.34;51.08;0
34.9;81.92;51.08;0
34.7;81.92;43.04;2
34.7;86.45;43.04;0
34.4;86.45;51.14;3
34.4;85.33;51.14;3
35.0;85.33;54.55;0
35.0;88.31;54.55;0
34.9;88.31;52.85;0
34.9;82.99;52.85;0
35.3;82.99;54.8;0
35.3;81.18;54.8;1
34.0;81.18;49.96;1
34.0;83.22;49.96;3
35.4;83.22;49.94;0
35.4;81.26;49.94;0
35.1;81.26;46.67;0
35.1;85.27;46.67;0
34.3;85.27;51.7;3
34.3;81.57;51.7;1
35.3;81.57;51.33;0
35.3;85.68;51.33;0
34.9;85.68;48.08;0
34.9;84.17;48.08;1
34.0;84.17;50.38;1
34.0;81.49;50.38;1
34.5;81.49;44.76;2
34.5;82.35;44.76;2
35.0;82.35;45.17;1
35.0;86.9;45.17;0
35.4;86.9;51.66;0
35.4;82.08;51.66;0
35.2;82.08;52.2;0
35.2;85.08;52.2;0
33.3;85.08;52.83;3
33.3;80.87;52.83;3
33.2;80.87;53.95;3
33.2;84.45;53.95;3
33.9;84.45;53.12;3
33.9;81.79;53.12;3
34.4;81.79;52.21;1
34.4;80.48;52.21;3
34.8;80.48;53.62;0
34.8;79.21;53.62;0
34.2;79.21;55.72;3
34.2;82.13;55.72;3
34.6;82.13;32.94;2
34.6;83.96;32.94;2
33.3;83.96;44.3;3
33.3;84.07;44.3;3
34.0;84.07;48.56;3
34.0;85.26;48.56;3
35.3;85.26;40.54;2
35.3;85.65;40.54;2
33.7;85.65;45.58;2
33.7;85.02;45.58;2
35.3;85.02;45.74;0
35.3;81.29;45.74;0
33.4;81.29;50.12;3
33.4;87.48;50.12;3
33.6;87.48;49.35;3
33.6;85.48;49.35;3
35.6;85.48;54.93;0
35.6;84.94;54.93;0
34.9;84.94;47.83;0
34.9;88.49;47.83;0
35.1;88.49;38.16;0
35.0;86.98;38.16;2
35.2;86.98;34.87;2
35.2;88.64;34.87;2
35.3;88.64;41.46;0
35.3;89.39;41.46;0
35.3;89.39;50.12;0
35.3;89.02;50.12;0
34.6;89.02;53.12;3
34.6;85.9;53.12;0
34.1;85.9;51.76;3
34.1;86.46;51.76;3
35.4;86.46;52.62;0
35.4;85.42;52.62;0
34.5;85.42;52.08;0
34.5;87.7;52.08;3
34.4;87.7;51.35;3
34.4;84.57;51.35;3
32.0;84.57;52.4;3
32.0;86.48;52.4;3
32.5;86.48;49.86;3
32.5;84.25;49.86;3
34.6;84.25;52.89;3
34.6;87.45;52.89;3
34.2;87.45;51.84;3
34.2;88.18;51.84;3
34.3;88.18;52.44;3
34.3;83.0;52.44;3
33.0;83.0;51.71;3
33.0;82.83;51.71;3
33.7;83.17;50.47;3
33.7;83.38;50.47;3
34.7;83.38;55.92;3
34.7;87.68;55.92;3
34.3;87.68;56.92;3
34.3;87.79;56.92;3
34.4;87.79;38.05;2
34.4;79.65;38.05;2
34.1;79.65;54.39;1
34.1;80.18;54.39;3
34.0;80.18;49.85;3
34.0;76.16;49.85;1
33.9;76.16;44.32;1
33.9;77.27;44.32;1
34.3;77.27;38.54;1
34.3;76.39;38.54;1
34.8;76.39;38.62;1
34.8;80.28;38.62;1
34.6;80.28;46.12;1
34.6;85.94;46.12;2
33.7;85.94;45.15;3
33.7;82.66;45.15;1
33.8;82.66;45.95;1
33.8;81.2;45.95;3
33.4;81.2;45.32;3
33.4;85.5;45.32;3
34.0;85.5;52.54;3
34.0;83.01;52.54;3
34.5;83.01;53.7;1
34.5;84.2;53.7;3
34.4;84.2;52.89;3
34.4;84.66;52.89;3
35.6;84.66;52.73;0
35.6;80.58;52.73;1
34.3;80.58;52.01;1
34.3;83.79;52.01;1
34.9;83.79;48.21;1
34.9;88.23;48.21;0
34.4;88.23;47.22;0
34.4;83.99;47.22;1
34.2;83.99;47.12;1
34.2;84.88;47.12;3
34.5;84.88;51.77;0
34.5;85.03;51.77;3
34.9;85.03;48.85;0
34.9;85.95;48.85;0
34.2;85.95;47.65;3
34.2;76.25;47.65;1
33.3;76.25;48.57;1
33.3;82.31;48.57;1
33.2;82.31;52.09;1
33.2;83.9;52.09;3
34.7;83.9;40.72;0
34.7;79.95;40.72;3
34.2;79.95;43.68;3
34.2;86.26;43.68;3
34.1;86.26;38.72;3
34.1;86.27;38.72;3
35.4;86.27;49.37;0
35.4;91.5;49.37;0
34.3;91.5;59.36;3
34.3;84.23;59.36;3
35.2;84.23;49.05;0
35.2;81.5;49.05;0
34.6;81.5;52.7;1
34.6;80.3;52.7;1
35.9;80.3;49.58;0
35.9;85.01;49.58;0
34.1;85.01;48.56;3
34.1;83.02;48.56;1
34.7;83.02;43.24;1
34.7;80.65;43.24;1
32.9;80.65;46.66;1
32.9;81.28;46.66;3
33.8;81.28;26.48;2
33.8;80.22;26.48;2
34.5;80.22;52.09;1
34.5;86.28;52.09;0
34.1;86.28;50.61;3
34.1;77.63;50.61;1
34.1;77.63;49.36;1
34.1;80.31;49.36;1
34.1;80.31;50.86;1
34.1;82.17;50.86;1
34.0;82.17;49.46;1
34.0;83.33;49.46;3
34.8;83.33;50.43;0
34.8;83.79;50.43;0
34.0;83.79;48.91;3
34.0;82.39;48.91;1
34.0;82.39;52.0;1
34.0;78.98;52.0;1
34.1;78.98;49.84;1
34.1;83.42;49.84;3
34.6;83.42;47.65;3
34.6;83.55;47.65;0
33.4;83.55;50.87;3
33.4;82.58;50.87;3
33.9;82.58;49.01;1
33.9;85.08;49.01;3
34.6;85.08;49.9;0
34.6;80.65;49.9;1
34.5;80.65;47.23;1
34.5;75.93;47.23;1
33.9;75.93;48.8;1
33.9;75.99;48.8;1
34.3;75.99;47.58;1
34.3;76.13;47.58;1
34.6;76.13;43.73;1
34.6;77.94;43.73;1
35.3;77.94;44.78;1
35.3;80.93;44.78;1
34.2;80.93;48.73;1
34.2;82.22;48.73;1
34.9;82.22;45.82;1
34.9;77.39;45.82;1
34.3;77.39;47.66;1
34.3;80.16;47.66;1
33.6;80.16;48.5;1
33.6;84.5;48.5;3
34.0;84.5;48.49;3
34.0;82.85;48.49;3
33.8;82.85;50.29;3
33.8;81.31;50.29;1
34.1;81.31;49.61;1
34.1;83.09;49.61;3
35.1;83.09;50.87;0
35.1;81.98;50.87;0
33.5;81.98;49.52;3
33.5;85.58;49.52;3
34.9;85.58;47.82;0
34.9;82.61;47.82;0
34.2;82.61;47.78;3
34.2;84.29;47.78;3
34.2;84.29;43.89;3
34.2;86.74;43.89;3
33.7;86.74;38.21;3
33.7;84.37;38.21;3
34.3;84.37;49.72;3
34.3;77.2;49.72;1
33.8;77.2;45.91;1
33.8;76.58;45.91;1
33.9;76.58;48.15;1
33.9;83.33;48.15;3
34.1;83.33;45.2;1
34.1;76.45;45.2;1
35.1;76.45;47.75;1
35.1;82.7;47.75;0
35.2;82.7;45.09;0
35.2;80.31;45.09;1
34.0;80.31;46.16;1
34.0;88.13000000000001;46.16;3
34.5;88.13000000000001;41.68;3
34.5;86.48;41.68;3
35.0;86.48;42.71;0
35.0;88.82;42.71;0
35.7;88.82;44.03;0
35.7;85.96;44.03;0
34.6;85.4;49.31;0
34.6;84.98;49.31;0
34.6;84.98;45.85;0
34.6;83.14;45.85;1
33.9;83.14;50.91;1
33.9;85.9;50.91;3
33.8;85.9;44.94;3
33.8;82.07;44.94;1
34.2;82.07;45.96;1
34.2;83.46;45.96;3
34.6;83.46;45.49;0
34.6;88.79;45.49;0
36.1;88.79;51.13;0
36.1;82.24;51.13;0
36.3;82.24;50.64;0
36.3;89.28;50.64;0
34.8;89.28;52.16;0
34.8;89.43;52.16;0
35.0;89.43;49.37;0
35.0;85.33;49.37;0
35.1;85.33;49.42;0
35.1;79.86;49.42;1
35.1;79.86;50.24;1
35.1;73.98;50.24;1
35.5;73.98;46.72;1
35.5;87.52;46.72;0
35.8;87.52;43.38;0
35.8;83.26;43.38;0
36.0;83.26;46.01;0
36.0;82.14;46.01;1
35.9;82.14;43.57;1
35.9;88.02;43.57;0
34.4;88.02;38.67;3
35.5;81.51;45.7;1
35.5;82.16;45.7;1
35.6;82.16;47.92;1
35.6;85.92;47.92;0
35.4;85.92;45.12;0
35.4;83.41;45.12;0
35.5;83.41;43.14;0
35.5;87.87;43.14;0
36.2;87.87;47.61;0
36.2;83.64;47.61;0
35.2;83.64;44.29;1
35.2;80.83;44.29;1
35.0;80.83;43.53;1
35.0;81.35;43.53;1
35.1;81.35;37.58;1
35.1;86.3;37.58;0
35.3;86.3;42.64;0
35.3;84.77;42.64;1
35.9;84.77;45.84;1
35.9;87.58;45.84;0
35.6;87.58;46.34;0
35.6;75.57;46.34;1
35.8;75.57;42.09;1
35.8;83.75;42.09;0
34.7;83.75;47.29;0
34.7;76.35;47.29;1
34.5;76.35;46.91;1
34.5;81.39;46.91;1
35.1;81.39;47.79;1
35.1;89.88;47.79;0
35.1;89.88;45.65;0
35.1;92.84;45.65;0
33.3;92.84;38.11;3
33.3;87.21;38.11;3
33.5;87.21;33.21;3
33.5;86.05;33.21;3
35.3;86.05;34.35;0
35.3;89.08;34.35;0
36.1;89.08;43.92;0
36.1;81.13;43.92;1
35.5;81.13;41.22;1
35.5;85.51;41.22;0
35.5;85.51;50.02;0
35.5;82.31;50.02;1
35.0;82.31;46.41;1
35.0;86.67;46.41;0
35.1;86.67;42.57;0
35.1;81.58;42.57;1
34.8;81.58;44.43;1
34.8;88.65;44.43;0
35.2;88.65;48.45;0
35.2;83.52;48.45;1
34.8;83.52;37.73;1
34.8;83.99;37.73;0
34.6;83.99;45.17;1
34.6;84.84;45.17;0
33.9;84.84;48.63;3
33.9;83.16;48.63;1
34.4;83.16;42.51;1
34.4;84.71;42.51;3
35.7;84.71;44.95;0
35.7;83.95;44.95;0
34.7;83.95;50.29;0
34.7;84.06;50.29;1
35.4;84.06;45.82;0
35.4;87.3;45.82;0
34.8;87.3;46.63;0
34.8;85.65;46.63;0
33.8;85.65;47.04;3
33.8;84.4;47.04;3
34.0;84.4;42.37;3
34.0;87.4;42.37;3
35.0;87.4;47.16;0
35.0;86.46;47.16;0
35.9;86.46;47.27;0
35.9;85.12;47.27;0
35.2;85.12;46.12;0
35.2;82.41;46.12;1
35.0;82.41;48.29;1
35.0;76.12;48.29;1
35.9;76.12;46.77;1
35.9;76.95;46.77;1
35.8;76.95;48.29;1
35.8;82.25;48.29;0
33.1;82.25;48.33;3
33.1;82.91;48.33;3
33.4;82.91;47.35;3
33.4;75.97;47.35;1
34.6;75.97;34.91;1
34.6;77.45;34.91;1
34.7;77.45;46.73;1
34.7;81.26;46.73;1
35.0;81.26;48.19;1
35.0;82.85;48.19;1
34.8;82.85;48.85;1
34.8;84.14;48.85;1
34.9;84.14;47.57;1
34.9;82.98;47.57;0
34.8;82.98;47.42;0
34.8;84.16;47.42;1
35.4;84.16;47.23;0
35.4;83.56;47.23;0
35.2;83.56;47.58;0
35.2;81.84;47.58;1
35.4;81.63;47.26;1
35.4;80.66;47.26;1
36.0;80.49;41.58;1
36.0;83.24;41.58;1
34.8;83.24;41.68;1
34.8;80.16;41.68;1
35.7;80.16;42.04;1
35.7;87.56;42.04;0
36.6;87.56;44.92;0
36.6;85.64;44.92;0
35.9;85.64;45.45;0
35.9;87.93;45.45;0
35.8;87.93;44.67;0
35.8;86.52;44.67;0
35.8;86.52;44.98;0
35.8;88.35;44.98;0
36.3;88.35;44.4;0
36.3;90.5;44.4;0
35.9;90.5;39.91;0
35.9;85.74;39.91;0
35.2;85.74;40.76;0
35.2;84.1;40.76;0
35.0;84.1;43.86;0
35.0;87.24;43.86;0
35.4;87.24;42.21;0
35.4;85.24;42.21;0
34.1;85.24;44.99;3
34.1;82.46;44.99;1
35.0;82.46;41.83;1
35.5;86.46;33.53;0
35.5;84.13;33.53;0
35.2;84.13;34.93;0
35.2;80.82;34.93;1
35.6;80.82;42.81;1
35.6;84.7;42.81;0
35.2;84.7;41.64;0
35.2;87.56;41.64;0
35.0;87.56;37.08;0
35.0;82.94;37.08;1
36.0;82.94;47.96;0
36.0;85.54;47.96;0
35.9;85.54;47.73;0
35.9;90.1;47.73;0
35.6;90.1;44.58;0
35.6;86.15;44.58;0
35.5;86.15;43.68;0
35.5;88.15;43.68;0
35.9;88.15;45.44;0
35.9;91.96;45.44;0
36.0;91.96;49.52;0
36.0;90.39;49.52;0
35.1;90.39;50.54;0
35.1;90.41;50.54;0
35.4;90.41;46.52;0
35.4;85.3;46.52;0
34.9;85.3;40.64;0
34.9;86.1;40.64;0
35.0;86.1;41.28;0
35.0;88.91;41.28;0
35.4;88.91;45.28;0
35.4;78.23;45.28;1
36.6;78.23;44.31;1
36.6;83.3;44.31;1
34.8;83.3;45.81;1
34.8;82.85;45.81;0
36.0;82.85;44.62;0
36.0;82.02;44.62;0
35.8;82.02;42.91;0
35.8;84.23;42.91;0
35.5;84.23;45.95;0
35.5;85.71;45.95;0
36.0;85.71;43.83;0
36.0;86.52;43.83;0
35.6;86.52;47.64;0
35.6;85.43;47.64;0
35.6;85.43;46.28;0
35.6;86.02;46.28;0
35.7;86.02;47.74;0
35.7;88.41;47.74;0
34.6;88.41;44.25;3
34.6;85.92;44.25;0
35.7;85.92;36.13;0
35.7;85.35;36.13;0
34.5;89.31;47.37;0
35.0;89.31;48.08;0
35.0;86.0;48.08;0
35.8;86.0;47.16;0
35.8;80.75;47.16;0
34.9;80.75;43.45;0
34.9;85.56;43.45;0
35.4;85.56;44.92;0
35.4;81.38;44.92;0
34.5;81.38;44.72;3
34.8;82.09;47.16;0
35.4;82.09;47.46;0
35.4;84.89;47.46;0
35.0;81.87;43.7;0
35.0;86.43;43.7;0
35.3;86.43;49.03;0
35.3;87.4;49.03;0
35.5;87.4;43.86;0
35.5;86.97;43.86;0
35.3;86.97;47.7;0
35.3;83.01;47.7;0
34.9;83.01;42.26;0
34.9;85.57;42.26;0
34.7;85.57;38.86;0
34.7;84.39;38.86;0
35.2;84.39;38.6;0
35.2;85.78;38.6;0
34.2;85.78;43.04;3
34.2;83.3;43.04;3
36.3;83.3;48.81;0
36.3;85.14;48.81;0
36.2;85.14;45.44;0
36.2;81.8;45.44;0
35.1;81.8;47.26;1
35.1;86.08;47.26;0
36.1;86.08;46.74;0
36.1;82.72;46.74;0
36.0;82.72;48.27;0
36.0;86.18;48.27;0
35.4;86.18;49.42;0
35.4;86.71;49.42;0
35.3;86.71;46.38;0
35.3;87.87;46.38;0
36.9;87.87;44.09;0
36.9;84.92;44.09;0
36.4;84.92;43.81;0
36.4;85.67;43.81;0
35.2;85.67;43.1;0
35.2;83.69;43.1;0
35.3;83.69;45.46;0
35.3;82.85;45.46;0
35.3;82.85;44.59;0
35.2;85.6;44.59;0
35.1;85.6;45.35;0
35.1;82.08;45.35;0
38.2;82.08;51.84;0
38.2;88.45999999999998;51.84;0
35.3;88.45999999999998;51.45;0
35.3;78.2;51.45;1
35.1;78.2;56.32;1
35.1;82.54;56.32;0
35.3;82.54;50.73;0
35.3;83.35;50.73;0
36.4;83.35;45.31;0
36.4;84.76;45.31;0
35.8;84.76;46.59;0
35.8;84.32;46.59;0
35.6;84.32;44.92;0
35.6;82.48;44.92;0
35.6;82.48;47.0;0
35.6;86.97;47.0;0
36.2;86.97;43.9;0
36.2;84.32;43.9;0
35.7;84.32;46.44;0
35.7;85.35;46.44;0
36.1;85.35;42.86;0
36.1;82.65;42.86;0
35.8;82.65;44.76;0
35.8;81.12;44.76;0
35.1;81.12;47.27;1
35.1;82.9;47.27;0
35.0;82.9;53.17;0
35.0;84.45;53.17;0
34.7;80.94;48.21;3
34.7;89.31;48.21;0
34.5;89.31;44.18;3
34.5;86.34;44.18;3
34.5;86.34;46.98;3
34.5;77.69;46.98;1
35.0;77.69;48.57;1
35.0;77.99;48.57;1
35.0;77.99;44.49;1
35.0;82.05;44.49;0
33.3;82.05;46.19;3
33.3;84.03;46.19;3
33.4;84.03;47.99;3
33.4;84.51;47.99;3
32.6;84.51;46.96;3
32.6;82.32;46.96;3
32.9;82.32;45.35;3
32.9;84.19;45.35;3
38.1;84.19;47.34;0
38.1;81.86;47.34;0
36.2;81.86;45.71;0
36.2;82.93;45.71;0
35.6;82.93;31.71;2
35.6;86.82;31.71;2
35.8;86.82;35.72;0
35.8;80.57;35.72;2
33.4;80.57;37.07;2
33.4;82.06;37.07;2
35.8;82.06;42.56;1
35.8;79.08;42.56;1
34.4;79.08;41.36;1
34.4;80.42;41.36;1
34.8;80.42;42.88;1
34.8;82.06;42.88;1
35.5;82.06;40.14;1
35.5;84.44;40.14;0
34.4;84.44;36.35;2
34.4;83.08;36.35;1
34.7;83.08;41.09;1
34.7;80.6;41.09;1
34.9;80.6;45.94;1
34.9;85.91;45.94;0
34.2;85.91;44.95;3
34.2;80.91;44.95;3
35.3;80.91;46.3;0
35.3;82.52;46.3;1
35.0;82.52;45.47;1
35.0;83.65;45.47;0
34.8;83.65;46.86;0
34.8;79.87;46.86;1
34.9;79.87;40.98;1
34.9;84.65;40.98;0
34.5;84.65;44.88;3
34.5;81.07;44.88;1
35.9;81.07;47.51;0
35.9;81.65;47.51;1
35.8;81.65;45.09;1
35.8;90.1;45.09;0
34.3;90.1;45.84;3
34.3;86.48;45.84;3
34.4;86.48;41.77;3
34.4;77.91;41.77;1
34.7;77.91;41.75;1
34.7;79.57;41.75;1
34.7;79.57;43.94;1
34.7;81.85;43.94;1
33.4;81.85;42.14;3
33.4;82.6;42.14;3
33.2;82.6;43.13;3
33.2;79.47;43.13;1
34.0;79.47;43.12;1
34.0;86.3;43.12;3
33.7;86.3;37.65;3
33.7;84.11;37.65;2
33.5;84.11;39.18;3
33.5;82.1;39.18;1
33.0;82.1;42.97;1
33.5;84.31;42.97;3
35.8;84.31;43.52;0
35.8;85.12;43.52;0
35.1;85.12;42.52;0
35.1;86.24;42.52;0
35.4;86.24;47.55;0
35.4;85.21;47.55;0
35.2;85.21;46.61;0
35.2;83.18;46.61;0
34.8;83.18;46.72;1
34.8;82.67;46.72;0
35.0;82.67;46.81;0
35.0;84.02;46.81;0
33.5;84.02;46.71;3
33.5;83.33;46.71;3
34.1;83.33;45.8;3
34.1;82.91;45.8;3
34.0;82.91;44.69;3
34.0;83.22;44.69;3
33.7;83.22;47.94;3
33.7;77.12;47.94;1
34.1;77.12;45.17;1
34.1;82.09;45.17;1
34.2;82.09;51.39;3
34.2;84.57;51.39;3
34.9;84.57;50.04;0
34.9;83.5;50.04;0
34.2;83.5;47.5;3
34.2;76.8;47.5;1
35.0;76.8;49.74;1
35.0;83.32;49.74;0
34.3;84.64;46.35;3
34.3;81.31;46.35;3
34.2;81.31;46.96;3
34.2;86.61;46.96;3
34.6;86.61;50.93;3
34.6;87.18;50.93;3
34.6;87.18;51.74;3
34.6;79.61;51.74;1
34.5;79.61;53.53;1
34.5;85.48;53.53;3
34.5;85.48;51.2;3
34.5;83.68;51.2;3
34.2;83.68;49.12;3
34.2;85.9;49.12;3
33.7;85.9;45.94;3
33.7;86.57;45.94;3
34.8;86.57;47.11;0
34.8;81.32;47.11;0
34.3;81.32;48.23;3
34.3;87.14;48.23;3
33.9;87.14;48.66;3
33.9;76.13;48.66;1
36.2;76.13;49.49;1
36.2;81.87;49.49;0
35.8;81.87;53.38;0
35.8;84.16;53.38;0
35.8;84.16;53.9;0
35.8;82.35;53.9;0
34.7;82.35;53.66;0
34.7;84.29;53.66;0
34.8;84.29;52.06;0
34.8;83.97;52.06;0
35.0;83.97;54.95;0
35.0;83.84;54.95;0
35.9;83.84;49.37;0
35.9;88.74;49.37;0
35.7;88.74;49.12;0
35.7;87.56;49.12;0
35.8;87.56;53.94;0
35.8;82.98;53.94;0
